matagent,severity,nace_r2,sex,age,unit,time\geo	EU28 	EU27 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	SE 	UK 	NO 	CH 
MAT_0100,D_GE4,UNK,F,Y25-54,PC,2014	8.33 	8.33 	16.67 	0 	0 	0 	29.25 	0 	0 	0 	0 	0.04 	0 	23.09 	0 	0 	0 	0 	0 	0 	0 	24.24 	0 	0 	0 	0 	0 	25.47 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_GE55,NR,2014	800 	800 	12 	0 	0 	0 	122 	0 	0 	0 	0 	3 	0 	622 	0 	0 	0 	0 	0 	0 	0 	19 	0 	5 	0 	0 	0 	17 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_GE55,PC,2014	14.23 	14.23 	34.29 	0 	0 	0 	40.24 	0 	0 	0 	0 	0.1 	0 	35.07 	0 	0 	0 	0 	0 	0 	0 	29.23 	0 	48.98 	0 	0 	0 	25 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_LT25,NR,2014	98 	98 	3 	0 	0 	0 	14 	0 	0 	0 	0 	1 	0 	50 	0 	0 	0 	0 	0 	0 	0 	25 	0 	0 	0 	0 	0 	5 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_LT25,PC,2014	7.32 	7.32 	11.11 	0 	0 	0 	7.27 	0 	0 	0 	0 	0.18 	0 	16.75 	0 	0 	0 	0 	0 	0 	0 	26.32 	0 	0 	0 	0 	0 	30 	0 	0 	0 
MAT_0100,D_GE4,UNK,F,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,TOTAL,NR,2014	2523 	2523 	93 	0 	0 	0 	727 	0 	0 	0 	0 	12 	0 	1212 	0 	0 	0 	0 	0 	0 	0 	429 	0 	0 	0 	0 	0 	49 	0 	0 	40 
MAT_0100,D_GE4,UNK,M,TOTAL,PC,2014	8.58 	8.58 	13.15 	0 	0 	0 	14.03 	0 	0 	0 	0 	0.1 	0 	15.8 	0 	0 	0 	0 	0 	0 	0 	21.99 	0 	0 	0 	0 	0 	15.51 	0 	0 	28.57 
MAT_0100,D_GE4,UNK,M,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,UNK,NR,2014	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,UNK,PC,2014	0.62 	0.62 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	24 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,Y25-54,NR,2014	1758 	1758 	75 	0 	0 	0 	453 	0 	0 	0 	0 	7 	0 	908 	0 	0 	0 	0 	0 	0 	0 	291 	0 	0 	0 	0 	0 	24 	0 	0 	20 
MAT_0100,D_GE4,UNK,M,Y25-54,PC,2014	9.29 	9.29 	13.66 	0 	0 	0 	13.1 	0 	0 	0 	0 	0.1 	0 	15.56 	0 	0 	0 	0 	0 	0 	0 	20.8 	0 	0 	0 	0 	0 	12.07 	0 	0 	33.33 
MAT_0100,D_GE4,UNK,M,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,Y_GE55,NR,2014	421 	421 	11 	0 	0 	0 	113 	0 	0 	0 	0 	4 	0 	208 	0 	0 	0 	0 	0 	0 	0 	63 	0 	0 	0 	0 	0 	22 	0 	0 	20 
MAT_0100,D_GE4,UNK,M,Y_GE55,PC,2014	14.72 	14.72 	18.33 	0 	0 	0 	16.13 	0 	0 	0 	0 	0.89 	0 	19.18 	0 	0 	0 	0 	0 	0 	0 	27.51 	0 	0 	0 	0 	0 	23.64 	0 	0 	50 
MAT_0100,D_GE4,UNK,M,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,Y_LT25,NR,2014	341 	341 	7 	0 	0 	0 	161 	0 	0 	0 	0 	1 	0 	94 	0 	0 	0 	0 	0 	0 	0 	75 	0 	0 	0 	0 	0 	3 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,Y_LT25,PC,2014	4.69 	4.69 	7.14 	0 	0 	0 	17.34 	0 	0 	0 	0 	0.02 	0 	12.62 	0 	0 	0 	0 	0 	0 	0 	23.22 	0 	0 	0 	0 	0 	12.5 	0 	0 	0 
MAT_0100,D_GE4,UNK,M,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,TOTAL,NR,2014	4906 	4906 	139 	0 	0 	0 	1127 	0 	0 	0 	0 	20 	0 	2922 	0 	0 	0 	0 	0 	0 	0 	576 	0 	5 	0 	0 	0 	117 	0 	0 	40 
MAT_0100,D_GE4,UNK,T,TOTAL,PC,2014	9.03 	9.03 	14.54 	0 	0 	0 	17.09 	0 	0 	0 	0 	0.08 	0 	20.53 	0 	0 	0 	0 	0 	0 	0 	22.71 	0 	0.82 	0 	0 	0 	20.12 	0 	0 	25 
MAT_0100,D_GE4,UNK,T,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,UNK,NR,2014	3 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,UNK,PC,2014	0.65 	0.65 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	31.44 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,Y25-54,NR,2014	3242 	3242 	106 	0 	0 	0 	717 	0 	0 	0 	0 	11 	0 	1944 	0 	0 	0 	0 	0 	0 	0 	394 	0 	0 	0 	0 	0 	70 	0 	0 	20 
MAT_0100,D_GE4,UNK,T,Y25-54,PC,2014	8.82 	8.82 	14.4 	0 	0 	0 	16.45 	0 	0 	0 	0 	0.06 	0 	18.84 	0 	0 	0 	0 	0 	0 	0 	21.6 	0 	0 	0 	0 	0 	18.47 	0 	0 	25 
MAT_0100,D_GE4,UNK,T,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,Y_GE55,NR,2014	1221 	1221 	23 	0 	0 	0 	235 	0 	0 	0 	0 	7 	0 	830 	0 	0 	0 	0 	0 	0 	0 	82 	0 	5 	0 	0 	0 	39 	0 	0 	20 
MAT_0100,D_GE4,UNK,T,Y_GE55,PC,2014	14.4 	14.4 	24.21 	0 	0 	0 	23.41 	0 	0 	0 	0 	0.2 	0 	29.04 	0 	0 	0 	0 	0 	0 	0 	27.89 	0 	12.21 	0 	0 	0 	24.21 	0 	0 	50 
MAT_0100,D_GE4,UNK,T,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,Y_LT25,NR,2014	440 	440 	10 	0 	0 	0 	175 	0 	0 	0 	0 	2 	0 	144 	0 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	9 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,Y_LT25,PC,2014	5.1 	5.1 	8 	0 	0 	0 	15.63 	0 	0 	0 	0 	0.04 	0 	13.81 	0 	0 	0 	0 	0 	0 	0 	23.92 	0 	0 	0 	0 	0 	19.23 	0 	0 	0 
MAT_0100,D_GE4,UNK,T,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,D_GE4,UNK,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,TOTAL,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,TOTAL,PC,2014	3.85 	3.85 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	10 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,TOTAL,RT_INC,2014	0.03 	0.03 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.13 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_GE55,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_GE55,PC,2014	8.33 	8.33 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_GE55,RT_INC,2014	0.1 	0.1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3.52 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,F,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,TOTAL,NR,2014	11 	11 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	2 	0 	0 	3 	1 	0 	1 	0 	0 	1 	0 	0 	0 
MAT_0100,FAT,A,M,TOTAL,PC,2014	2.16 	2.16 	0 	0 	0 	0 	0 	0 	0 	0 	1.85 	0 	0 	2.22 	0 	0 	0 	0 	33.33 	0 	0 	5.08 	10 	0 	3.23 	0 	0 	10 	0 	0 	0 
MAT_0100,FAT,A,M,TOTAL,RT_INC,2014	0.18 	0.18 	0 	0 	0 	0 	0 	0 	0 	0 	0.28 	0 	0 	0.34 	0 	0 	0 	0 	2 	0 	0 	2.72 	0.1 	0 	3.59 	0 	0 	1.26 	0 	0 	0 
MAT_0100,FAT,A,M,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y25-54,NR,2014	5 	5 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y25-54,PC,2014	1.84 	1.84 	0 	0 	0 	0 	0 	0 	0 	0 	2.78 	0 	0 	0 	0 	0 	0 	0 	66.67 	0 	0 	0 	14.29 	0 	4.55 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y25-54,RT_INC,2014	0.14 	0.14 	0 	0 	0 	0 	0 	0 	0 	0 	0.35 	0 	0 	0 	0 	0 	0 	0 	2.77 	0 	0 	0 	0.15 	0 	4.4 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y_GE55,NR,2014	6 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	1 	0 	0 	0 
MAT_0100,FAT,A,M,Y_GE55,PC,2014	3.03 	3.03 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5.71 	0 	0 	0 	0 	0 	0 	0 	8.33 	0 	0 	0 	0 	0 	25 	0 	0 	0 
MAT_0100,FAT,A,M,Y_GE55,RT_INC,2014	0.3 	0.3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1.23 	0 	0 	0 	0 	0 	0 	0 	7.21 	0 	0 	0 	0 	0 	2.8 	0 	0 	0 
MAT_0100,FAT,A,M,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,M,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,TOTAL,NR,2014	12 	12 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	2 	0 	0 	4 	1 	0 	1 	0 	0 	1 	0 	0 	0 
MAT_0100,FAT,A,T,TOTAL,PC,2014	2.24 	2.24 	0 	0 	0 	0 	0 	0 	0 	0 	1.82 	0 	0 	2.13 	0 	0 	0 	0 	33.33 	0 	0 	5.8 	9.09 	0 	3.13 	0 	0 	10 	0 	0 	0 
MAT_0100,FAT,A,T,TOTAL,RT_INC,2014	0.13 	0.13 	0 	0 	0 	0 	0 	0 	0 	0 	0.21 	0 	0 	0.25 	0 	0 	0 	0 	1.5 	0 	0 	2.01 	0.06 	0 	0.87 	0 	0 	1 	0 	0 	0 
MAT_0100,FAT,A,T,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y25-54,NR,2014	5 	5 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y25-54,PC,2014	1.76 	1.76 	0 	0 	0 	0 	0 	0 	0 	0 	2.7 	0 	0 	0 	0 	0 	0 	0 	66.67 	0 	0 	0 	14.29 	0 	4.55 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y25-54,RT_INC,2014	0.09 	0.09 	0 	0 	0 	0 	0 	0 	0 	0 	0.26 	0 	0 	0 	0 	0 	0 	0 	2.06 	0 	0 	0 	0.08 	0 	1.07 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y_GE55,NR,2014	7 	7 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	1 	0 	0 	0 
MAT_0100,FAT,A,T,Y_GE55,PC,2014	3.33 	3.33 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5.56 	0 	0 	0 	0 	0 	0 	0 	9.52 	0 	0 	0 	0 	0 	25 	0 	0 	0 
MAT_0100,FAT,A,T,Y_GE55,RT_INC,2014	0.23 	0.23 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.9 	0 	0 	0 	0 	0 	0 	0 	5.71 	0 	0 	0 	0 	0 	2.31 	0 	0 	0 
MAT_0100,FAT,A,T,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,T,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,A,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
